node	type
joubert syndrome 8 (disorder)	disease
pneumothorax	disease
spontaneous pneumothorax	disease
tension pneumothorax	disease
multiple fibrofolliculomas	disease
"oncocytoma, renal"	disease
"pneumothorax, primary spontaneous"	disease
"hemophagocytic lymphohistiocytosis, familial, 3"	disease
congenital disorder of glycosylation type 1x	disease
"osteochondrodysplasia, complex lethal, symoens-barnes-gistelinck type"	disease
"cortical dysplasia, complex, with other brain malformations 6"	disease
amyotrophic lateral sclerosis and/or frontotemporal dementia 1	disease
nephronophthisis 16	disease
x-linked myopathy with excessive autophagy	disease
vacuolar myopathy	disease
"osteogenesis imperfecta, levin type"	disease
"muscular dystrophy, limb-girdle, type 2l (disorder)"	disease
miyoshi muscular dystrophy 3	disease
"ichthyosis, congenital, autosomal recessive 9"	disease
myelocerebellar disorder	disease
preeclampsia eclampsia 4	disease
hydrolethalus syndrome 1	disease
hydrolethalus syndrome	disease
"deafness, autosomal recessive 63"	disease
"heterotaxy, visceral, 6, autosomal"	disease
retinal nonattachment and falciform detachment	disease
"persistent hyperplastic primary vitreous, autosomal recessive"	disease
megalencephalic leukoencephalopathy with subcortical cysts 2a	disease
"megalencephalic leukoencephalopathy with subcortical cysts 2b, remitting, with or without mental retardation"	disease
central nervous system germinoma	disease
"ciliary dyskinesia, primary, 12"	disease
cerebrovascular trauma	disease
"rigidity and multifocal seizure syndrome, lethal neonatal"	disease
mitchell-riley syndrome	disease
"progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal recessive 2"	disease
native american myopathy	disease
"hypotonia, ataxia, and delayed development syndrome"	disease
"deafness, autosomal recessive 74"	disease
"mental retardation, x-linked 93 (disorder)"	disease
ovarian dysgenesis 4	disease
"hypercholesterolemia, autosomal dominant, 3"	disease
low density lipoprotein cholesterol level quantitative trait locus 1	disease
"spinocerebellar ataxia, autosomal recessive 11"	disease
pancreatic and cerebellar agenesis	disease
"ceroid lipofuscinosis, neuronal, 7"	disease
macular dystrophy with central cone involvement	disease
"amelogenesis imperfecta, hypomaturation type, iia3"	disease
"hypotonia, infantile, with psychomotor retardation and characteristic facies 1"	disease
"congenital contractures of the limbs and face, hypotonia, and developmental delay"	disease
"microcephaly, primary autosomal recessive, 5"	disease
senior-loken syndrome 4	disease
nephronophthisis 4	disease
martin-probst deafness-mental retardation syndrome	disease
cone-rod dystrophy 20	disease
"cardiomyopathy, dilated, 1dd"	disease
"deafness, autosomal recessive 84b"	disease
"mental retardation, autosomal dominant 40"	disease
"skin-hair-eye pigmentation, variation in, 4"	disease
oculocutaneous albinism type 6	disease
pontocerebellar hypoplasia type 2a	disease
pontocerebellar hypoplasia type 4 (disorder)	disease
"olivopontocerebellar hypoplasia, fetal-onset"	disease
chromosome 17q21.31 deletion syndrome	disease
nephronophthisis 9	disease
hyperphosphatasia with mental retardation syndrome 5	disease
"epileptic encephalopathy, early infantile, 25"	disease
"lipodystrophy, congenital generalized, type 4"	disease
poretti-boltshauser syndrome	disease
scalp-ear-nipple syndrome	disease
"microcephaly, primary autosomal recessive, 2 (disorder)"	disease
"microcephaly, primary autosomal recessive, 2"	disease
palmoplantar hyperkeratosis and true hermaphroditism	disease
"palmoplantar hyperkeratosis with squamous cell carcinoma of skin and 46,xx sex reversal"	disease
palmoplantar hyperkeratosis with squamous cell carcinoma of skin and sex reversal	disease
"hypotonia, infantile, with psychomotor retardation and characteristic facies 2"	disease
adams-oliver syndrome 4	disease
multiple sulfatase deficiency disease	disease
"sulfatidosis, juvenile, austin type"	disease
congenital myasthenic syndrome ib	disease
ter haar syndrome	disease
borrone di rocco crovato syndrome	disease
"ichthyosis, congenital, autosomal recessive 10"	disease
cystic kidney disease with ventriculomegaly	disease
focal segmental glomerulosclerosis 9	disease
"palmoplantar keratoderma, nonepidermolytic, focal or diffuse"	disease
methylmalonic aciduria cblb type	disease
"hyperlipoproteinemia, type id"	disease
body mass index quantitative trait locus 10	disease
"microphthalmia, isolated 2"	disease
"microphthalmia, isolated, with coloboma 3"	disease
"microphthalmia, cataracts, and iris abnormalities"	disease
spinocerebellar ataxia 21	disease
hartnup disease	disease
"sting-associated vasculopathy, infantile-onset"	disease
"mental retardation, x-linked 98"	disease
focal facial dermal dysplasia	disease
focal facial dermal dysplasia 4	disease
spermatogenic failure 12	disease
fraser syndrome 2	disease
lethal congenital contracture syndrome 11	disease
leber congenital amaurosis 12 (disorder)	disease
"nail disorder, nonsyndromic congenital, 4"	disease
spinocerebellar ataxia 35	disease
"generalized epilepsy with febrile seizures plus, type 6"	disease
inflammatory bowel disease 19	disease
"ciliary dyskinesia, primary, 11"	disease
retinitis pigmentosa 25	disease
"mental retardation, x-linked 45"	disease
"cortical dysplasia, complex, with other brain malformations 7"	disease
"ichthyosis, congenital, autosomal recessive 6"	disease
"epileptic encephalopathy, early infantile, 24"	disease
"ciliary dyskinesia, primary, 2 (disorder)"	disease
preimplantation embryonic lethality 2	disease
"poikiloderma, hereditary fibrosing, with tendon contractures, myopathy, and pulmonary fibrosis"	disease
"ciliary dyskinesia, primary, 34"	disease
"deafness, autosomal recessive 84a"	disease
cholelithiasis	disease
choledocholithiasis	disease
macrocephaly with multiple epiphyseal dysplasia and distinctive facies	disease
joubert syndrome 12	disease
"joubert syndrome 12/15, digenic"	disease
retinitis pigmentosa 26	disease
"deafness, autosomal recessive 61"	disease
"myasthenic syndrome, congenital, 8"	disease
"diabetes mellitus, insulin-dependent, 5"	disease
"asthma-related traits, susceptibility to, 2"	disease
"cataract, juvenile, with microcornea and glucosuria"	disease
cataract 47	disease
"macular degeneration, age-related, 8"	disease
"osteogenesis imperfecta, type v"	disease
"osteogenesis imperfecta, type 5"	disease
"encephalopathy, neonatal severe, with lactic acidosis and brain abnormalities"	disease
"ciliary dyskinesia, primary, 17"	disease
hermansky-pudlak syndrome 8	disease
"mental retardation, autosomal recessive 48"	disease
"cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 4"	disease
multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	disease
acidosis	disease
metabolic acidosis	disease
thyroid dyshormonogenesis 4	disease
hypogonadotropic hypogonadism 22 with or without anosmia	disease
"mental retardation, x-linked 105"	disease
nemaline myopathy 6	disease
"klippel-feil syndrome, autosomal dominant"	disease
"microphthalmia, isolated 4 (disorder)"	disease
leber congenital amaurosis 17	disease
"spinal muscular atrophy, jokela type"	disease
frontotemporal dementia and/or amyotrophic lateral sclerosis 2	disease
"myopathy, isolated mitochondrial, autosomal dominant"	disease
"trichothiodystrophy 3, photosensitive"	disease
thyroid dyshormonogenesis 5	disease
"congenital disorder of glycosylation, type ip"	disease
pulmonary capillary hemangiomatosis	disease
"pulmonary venoocclusive disease 2, autosomal recessive"	disease
"night blindness, congenital stationary, type 1e"	disease
"cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 3"	disease
wolfram syndrome 2	disease
"deafness, autosomal recessive 59"	disease
"ichthyosis, congenital, autosomal recessive 8"	disease
"dementia, vascular"	disease
binswanger disease	disease
"vascular dementia, acute onset"	disease
subcortical vascular dementia	disease
arteriosclerotic dementia	disease
"microphthalmia, isolated 6"	disease
berry aneurysm	disease
intracranial aneurysm	disease
"aneurysm, middle cerebral artery"	disease
"aneurysm, anterior communicating artery"	disease
"aneurysm, posterior cerebral artery"	disease
"aneurysm, anterior cerebral artery"	disease
"aneurysm, basilar artery"	disease
"aneurysm, posterior communicating artery"	disease
brain aneurysm	disease
giant intracranial aneurysm	disease
"mycotic aneurysm, intracranial"	disease
cerebral aneurysm	disease
"granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type i"	disease
spinocerebellar ataxia 8	disease
diffuse panbronchiolitis	disease
retinitis pigmentosa 36	disease
"mitochondrial complex iii deficiency, nuclear type 9"	disease
"dystonia 17, torsion, autosomal recessive (disorder)"	disease
baraitser brett piesowicz syndrome	disease
"constriction, pathologic"	disease
"epilepsy, tonic-clonic"	disease
glycosuria	disease
disorders of excessive somnolence	disease
atrial flutter	disease
autonomic nervous system diseases	disease
breast neoplasms	disease
"carcinoma, non-small-cell lung"	disease
"carcinoma, squamous cell"	disease
central nervous system diseases	disease
"hearing loss, bilateral"	disease
"hearing loss, sensorineural"	disease
hematologic diseases	disease
hypertension	disease
muscular diseases	disease
nervous system diseases	disease
ovarian neoplasms	disease
pancreatic neoplasms	disease
peripheral nervous system diseases	disease
phlebitis	disease
polyneuropathies	disease
"glomerulonephritis, membranous"	disease
mucositis	disease
drug-related side effects and adverse reactions	disease
"arrhythmias, cardiac"	disease
"cardiomyopathy, hypertrophic"	disease
"disease models, animal"	disease
dizziness	disease
heart arrest	disease
"heart defects, congenital"	disease
"hypertension, pulmonary"	disease
"hypertension, renal"	disease
weight loss	disease
"death, sudden, cardiac"	disease
"hypertrophy, left ventricular"	disease
"vasculitis, leukocytoclastic, cutaneous"	disease
stroke	disease
cough	disease
diabetic nephropathies	disease
"glomerulosclerosis, focal segmental"	disease
"neovascularization, pathologic"	disease
glucose intolerance	disease
metabolic syndrome	disease
"abnormalities, multiple"	disease
"arthritis, rheumatoid"	disease
"heart septal defects, ventricular"	disease
diplopia	disease
drug hypersensitivity	disease
"epilepsies, myoclonic"	disease
"epilepsy, absence"	disease
hyperkinesis	disease
jaundice	disease
"meningitis, aseptic"	disease
"parkinson disease, secondary"	disease
coma	disease
confusion	disease
"sexual dysfunction, physiological"	disease
"akathisia, drug-induced"	disease
serotonin syndrome	disease
coronary vasospasm	disease
vertigo	disease
neurodegenerative diseases	disease
"anemia, aplastic"	disease
"ischemic attack, transient"	disease
coronary disease	disease
hypesthesia	disease
intraoperative complications	disease
syncope	disease
urinary bladder neoplasms	disease
bundle-branch block	disease
"carcinoma, renal cell"	disease
uterine cervical neoplasms	disease
hemolysis	disease
"carcinoma, hepatocellular"	disease
"tachycardia, supraventricular"	disease
"lymphoma, large b-cell, diffuse"	disease
"cholestasis, intrahepatic"	disease
"diabetes mellitus, type 2"	disease
hyperlipidemias	disease
thyroid neoplasms	disease
"leukemia, myeloid, acute"	disease
precursor cell lymphoblastic leukemia-lymphoma	disease
pharyngitis	disease
churg-strauss syndrome	disease
"pulmonary disease, chronic obstructive"	disease
"anemia, hemolytic, autoimmune"	disease
myelodysplastic syndromes	disease
"red-cell aplasia, pure"	disease
"signs and symptoms, digestive"	disease
"lymphoma, b-cell"	disease
"cell transformation, neoplastic"	disease
dyspepsia	disease
osteoarthritis	disease
stomach ulcer	disease
conjunctivitis	disease
consciousness disorders	disease
pleural effusion	disease
skin diseases	disease
thrombophlebitis	disease
athetosis	disease
blepharoptosis	disease
tourette syndrome	disease
hypothermia	disease
"infant, newborn, diseases"	disease
neuroleptic malignant syndrome	disease
priapism	disease
pseudotumor cerebri	disease
somnambulism	disease
urinary incontinence	disease
xerostomia	disease
dystonic disorders	disease
dysphonia	disease
"obstetric labor, premature"	disease
alzheimer disease	disease
granuloma	disease
ventricular premature complexes	disease
nervous system malformations	disease
purpura	disease
acne vulgaris	disease
kidney neoplasms	disease
"leukemia, myelogenous, chronic, bcr-abl positive"	disease
atrophy	disease
"nystagmus, pathologic"	disease
postoperative nausea and vomiting	disease
"hypertension, malignant"	disease
muscle cramp	disease
photosensitivity disorders	disease
dyskinesias	disease
musculoskeletal diseases	disease
hyperhidrosis	disease
"tachycardia, sinus"	disease
hot flashes	disease
"death, sudden"	disease
gastritis	disease
"infertility, female"	disease
kidney papillary necrosis	disease
"kidney tubular necrosis, acute"	disease
"purpura, schoenlein-henoch"	disease
papilledema	disease
paralysis	disease
bronchial spasm	disease
"sinus arrest, cardiac"	disease
"leukemia, lymphoid"	disease
"diabetes insipidus, nephrogenic"	disease
color vision defects	disease
eye diseases	disease
lipidoses	disease
optic nerve diseases	disease
enuresis	disease
hearing disorders	disease
ocular motility disorders	disease
miosis	disease
hearing loss	disease
"encephalomyelitis, autoimmune, experimental"	disease
hiccup	disease
"liver cirrhosis, biliary"	disease
"leukemia, lymphocytic, chronic, b-cell"	disease
polyarteritis nodosa	disease
"tachycardia, paroxysmal"	disease
tic disorders	disease
"mammary neoplasms, animal"	disease
"dermatitis, exfoliative"	disease
unconsciousness	disease
osteomyelitis	disease
"micronuclei, chromosome-defective"	disease
"lupus erythematosus, cutaneous"	disease
erythema nodosum	disease
"shock, septic"	disease
reflex sympathetic dystrophy	disease
nocturnal enuresis	disease
mononeuropathies	disease
recurrence	disease
"leukemia, promyelocytic, acute"	disease
"cardiac output, low"	disease
db00176	drug
db00182	drug
db00185	drug
db00188	drug
db00201	drug
db00204	drug
db00213	drug
db00215	drug
db00218	drug
db00230	drug
db00246	drug
db00261	drug
db00264	drug
db00278	drug
db00285	drug
db00297	drug
db00303	drug
db00307	drug
db00308	drug
db00320	drug
db00321	drug
db00323	drug
db00327	drug
db00334	drug
db00344	drug
db00361	drug
db00362	drug
db00373	drug
db00382	drug
db00401	drug
db00422	drug
db00437	drug
db00441	drug
db00448	drug
db00458	drug
db00472	drug
db00480	drug
db00481	drug
db00482	drug
db00486	drug
db00489	drug
db00490	drug
db00492	drug
db00496	drug
db00502	drug
db00515	drug
db00519	drug
db00521	drug
db00530	drug
db00533	drug
db00539	drug
db00542	drug
db00543	drug
db00555	drug
db00559	drug
db00563	drug
db00575	drug
db00582	drug
db00586	drug
db00590	drug
db00603	drug
db00620	drug
db00656	drug
db00661	drug
db00665	drug
db00669	drug
db00674	drug
db00675	drug
db00691	drug
db00697	drug
db00704	drug
db00712	drug
db00715	drug
db00724	drug
db00749	drug
db00762	drug
db00788	drug
db00790	drug
db00808	drug
db00820	drug
db00843	drug
db00864	drug
db00869	drug
db00881	drug
db00909	drug
db00910	drug
db00924	drug
db00929	drug
db00937	drug
db00952	drug
db00953	drug
db00958	drug
db00975	drug
db00989	drug
db00990	drug
db00996	drug
db00999	drug
db01004	drug
db01006	drug
db01018	drug
db01029	drug
db01037	drug
db01041	drug
db01043	drug
db01050	drug
db01073	drug
db01101	drug
db01120	drug
db01128	drug
db01136	drug
db01142	drug
db01149	drug
db01151	drug
db01156	drug
db01162	drug
db01182	drug
db01186	drug
db01196	drug
db01198	drug
db01200	drug
db01210	drug
db01217	drug
db01218	drug
db01224	drug
db01229	drug
db01232	drug
db01238	drug
db01254	drug
db01263	drug
db01264	drug
db01268	drug
db01273	drug
db01340	drug
db01367	drug
db01586	drug
db04839	drug
db06212	drug
db06800	drug
db00162	drug
db00175	drug
db00177	drug
db00178	drug
db00180	drug
db00181	drug
db00184	drug
db00186	drug
db00193	drug
db00196	drug
db00198	drug
db00200	drug
db00202	drug
db00203	drug
db00206	drug
db00207	drug
db00208	drug
db00210	drug
db00211	drug
db00216	drug
db00220	drug
db00224	drug
db00227	drug
db00235	drug
db00242	drug
db00243	drug
db00247	drug
db00248	drug
db00252	drug
db00254	drug
db00257	drug
db00263	drug
db00268	drug
db00273	drug
db00276	drug
db00277	drug
db00280	drug
db00282	drug
db00283	drug
db00284	drug
db00289	drug
db00291	drug
db00293	drug
db00295	drug
db00296	drug
db00299	drug
db00310	drug
db00312	drug
db00313	drug
db00315	drug
db00316	drug
db00317	drug
db00318	drug
db00319	drug
db00328	drug
db00330	drug
db00331	drug
db00333	drug
db00335	drug
db00337	drug
db00338	drug
db00339	drug
db00341	drug
db00343	drug
db00346	drug
db00349	drug
db00350	drug
db00351	drug
db00355	drug
db00356	drug
db00357	drug
db00358	drug
db00363	drug
db00367	drug
db00369	drug
db00370	drug
db00371	drug
db00374	drug
db00376	drug
db00377	drug
db00379	drug
db00381	drug
db00384	drug
db00390	drug
db00393	drug
db00396	drug
db00398	drug
db00400	drug
db00404	drug
db00408	drug
db00412	drug
db00413	drug
db00415	drug
db00418	drug
db00421	drug
db00423	drug
db00425	drug
db00434	drug
db00438	drug
db00439	drug
db00440	drug
db00444	drug
db00446	drug
db00454	drug
db00455	drug
db00457	drug
db00459	drug
db00461	drug
db00465	drug
db00471	drug
db00476	drug
db00478	drug
db00479	drug
db00484	drug
db00485	drug
db00491	drug
db00493	drug
db00494	drug
db00495	drug
db00497	drug
db00499	drug
db00501	drug
db00503	drug
db00507	drug
db00518	drug
db00520	drug
db00524	drug
db00526	drug
db00529	drug
db00531	drug
db00532	drug
db00535	drug
db00537	drug
db00540	drug
db00541	drug
db00548	drug
db00549	drug
db00550	drug
db00554	drug
db00557	drug
db00560	drug
db00564	drug
db00567	drug
db00571	drug
db00572	drug
db00573	drug
db00578	drug
db00580	drug
db00585	drug
db00591	drug
db00593	drug
db00594	drug
db00595	drug
db00598	drug
db00602	drug
db00605	drug
db00609	drug
db00611	drug
db00612	drug
db00615	drug
db00618	drug
db00619	drug
db00622	drug
db00624	drug
db00625	drug
db00635	drug
db00641	drug
db00642	drug
db00648	drug
db00649	drug
db00650	drug
db00654	drug
db00659	drug
db00671	drug
db00673	drug
db00678	drug
db00680	drug
db00682	drug
db00683	drug
db00684	drug
db00685	drug
db00687	drug
db00690	drug
db00694	drug
db00695	drug
db00700	drug
db00701	drug
db00705	drug
db00706	drug
db00708	drug
db00709	drug
db00713	drug
db00718	drug
db00727	drug
db00728	drug
db00730	drug
db00731	drug
db00734	drug
db00740	drug
db00745	drug
db00754	drug
db00757	drug
db00758	drug
db00759	drug
db00760	drug
db00763	drug
db00768	drug
db00773	drug
db00776	drug
db00779	drug
db00780	drug
db00783	drug
db00784	drug
db00795	drug
db00796	drug
db00799	drug
db00804	drug
db00806	drug
db00811	drug
db00813	drug
db00814	drug
db00818	drug
db00827	drug
db00828	drug
db00829	drug
db00831	drug
db00833	drug
db00834	drug
db00835	drug
db00836	drug
db00842	drug
db00844	drug
db00845	drug
db00851	drug
db00853	drug
db00857	drug
db00860	drug
db00861	drug
db00862	drug
db00863	drug
db00871	drug
db00874	drug
db00876	drug
db00879	drug
db00887	drug
db00889	drug
db00899	drug
db00900	drug
db00903	drug
db00904	drug
db00905	drug
db00906	drug
db00908	drug
db00915	drug
db00916	drug
db00918	drug
db00920	drug
db00921	drug
db00927	drug
db00932	drug
db00933	drug
db00938	drug
db00949	drug
db00950	drug
db00959	drug
db00960	drug
db00962	drug
db00964	drug
db00966	drug
db00967	drug
db00968	drug
db00969	drug
db00972	drug
db00973	drug
db00978	drug
db00979	drug
db00983	drug
db00986	drug
db00991	drug
db00993	drug
db00997	drug
db01005	drug
db01008	drug
db01009	drug
db01011	drug
db01012	drug
db01013	drug
db01017	drug
db01023	drug
db01024	drug
db01026	drug
db01030	drug
db01035	drug
db01039	drug
db01042	drug
db01044	drug
db01046	drug
db01047	drug
db01048	drug
db01059	drug
db01060	drug
db01067	drug
db01068	drug
db01069	drug
db01072	drug
db01075	drug
db01076	drug
db01079	drug
db01080	drug
db01082	drug
db01083	drug
db01085	drug
db01086	drug
db01088	drug
db01095	drug
db01097	drug
db01098	drug
db01100	drug
db01104	drug
db01105	drug
db01106	drug
db01110	drug
db01112	drug
db01113	drug
db01114	drug
db01115	drug
db01117	drug
db01118	drug
db01119	drug
db01126	drug
db01127	drug
db01129	drug
db01130	drug
db01140	drug
db01141	drug
db01143	drug
db01150	drug
db01157	drug
db01158	drug
db01165	drug
db01167	drug
db01168	drug
db01169	drug
db01174	drug
db01177	drug
db01184	drug
db01188	drug
db01190	drug
db01193	drug
db01195	drug
db01201	drug
db01203	drug
db01204	drug
db01205	drug
db01211	drug
db01212	drug
db01214	drug
db01215	drug
db01216	drug
db01220	drug
db01221	drug
db01222	drug
db01226	drug
db01233	drug
db01234	drug
db01236	drug
db01241	drug
db01242	drug
db01248	drug
db01250	drug
db01260	drug
db01261	drug
db01275	drug
db01291	drug
db01319	drug
db01324	drug
db01327	drug
db01330	drug
db01331	drug
db01332	drug
db01337	drug
db01356	drug
db01393	drug
db01394	drug
db01400	drug
db01406	drug
db01409	drug
db01410	drug
db01413	drug
db01416	drug
db01558	drug
db01591	drug
db01609	drug
db01618	drug
db01623	drug
db01627	drug
db04572	drug
db04861	drug
db04896	drug
db04930	drug
db06201	drug
db06204	drug
db06209	drug
db06287	drug
db06335	drug
db06695	drug
db06698	drug
db08860	drug
db00324	drug
db00187	drug
db00195	drug
db00222	drug
db00238	drug
db00281	drug
db00419	drug
db00426	drug
db00431	drug
db00561	drug
db00652	drug
db00657	drug
db00692	drug
db00696	drug
db00703	drug
db00750	drug
db00819	drug
db00878	drug
db00897	drug
db00898	drug
db00912	drug
db00951	drug
db00961	drug
db00963	drug
db00998	drug
db01062	drug
db01183	drug
db01185	drug
db01247	drug
db01280	drug
db01320	drug
db06710	drug
db00450	drug
db00474	drug
db00633	drug
db00640	drug
db00693	drug
db00802	drug
db00868	drug
db01189	drug
db01611	drug
db00907	drug
db00433	drug
db00477	drug
db00623	drug
db00679	drug
db00800	drug
db00850	drug
db00925	drug
db00231	drug
db00631	drug
db01206	drug
db01595	drug
db00197	drug
db00500	drug
db00714	drug
db01181	drug
db00050	drug
db00152	drug
db00199	drug
db00205	drug
db00287	drug
db00359	drug
db00417	drug
db00449	drug
db00630	drug
db00698	drug
db00721	drug
db00782	drug
db00809	drug
db00870	drug
db00919	drug
db01032	drug
db01036	drug
db01173	drug
db01194	drug
db01329	drug
db01427	drug
db01577	drug
db04845	drug
db06228	drug
db00475	drug
db00608	drug
db00872	drug
db01148	drug
db01364	drug
db00395	drug
db00794	drug
db00672	drug
db00839	drug
db00191	drug
db00302	drug
db00668	drug
db00733	drug
db00980	drug
db01064	drug
db01132	drug
db01161	drug
db01612	drug
db01656	drug
db04844	drug
db06711	drug
db00250	drug
db00288	drug
db00547	drug
db00841	drug
db00896	drug
db01014	drug
db01084	drug
db00753	drug
db01159	drug
db00368	drug
db00988	drug
db00228	drug
db00292	drug
db00388	drug
db00651	drug
db00581	drug
db01019	drug
db01421	drug
db06274	drug
db00981	drug
db01087	drug
db00883	drug
db00810	drug
db00822	drug
db00411	drug
db00751	drug
db00756	drug
db00772	drug
db00621	drug
db00688	drug
db13919	drug
db00523	drug
db03128	drug
db01435	drug
db00945	drug
db00443	drug
db00122	drug
db00882	drug
db00987	drug
db00514	drug
db00255	drug
db01396	drug
db00584	drug
db00655	drug
db00977	drug
db00544	drug
db00875	drug
db00158	drug
db01016	drug
db09462	drug
db00741	drug
db01235	drug
db00934	drug
db00643	drug
db01065	drug
db00134	drug
db00332	drug
db00627	drug
db01054	drug
db01092	drug
db01580	drug
db03783	drug
db00914	drug
db00812	drug
db04216	drug
db01103	drug
db00468	drug
db00140	drug
db01045	drug
db00428	drug
db01138	drug
db00470	drug
db00451	drug
db01124	drug
db00755	drug
db00726	drug
db00570	drug
db00917	drug
db00445	drug
db01244	drug
db00637	drug
db00342	drug
db04557	drug
db01645	drug
db00877	drug
db00936	drug
db01388	drug
db08872	drug
db06684	drug
db04688	drug
db00189	drug
db09073	drug
db09085	drug
db01463	drug
db00849	drug
db00607	drug
db00427	drug
db01624	drug
db01192	drug
db01615	drug
db00169	drug
db01002	drug
db00588	drug
db01589	drug
db08899	drug
db06414	drug
db00801	drug
db00405	drug
db02703	drug
db00270	drug
db09034	drug
db06716	drug
db08927	drug
db00237	drug
db01588	drug
db06470	drug
db08910	drug
db06288	drug
db06579	drug
db09342	drug
db00402	drug
db01028	drug
db00747	drug
db05521	drug
db09048	drug
db05271	drug
db08816	drug
db09330	drug
db09119	drug
db01544	drug
db00956	drug
db01437	drug
db09118	drug
db06512	drug
db00765	drug
db01154	drug
db04872	drug
db01355	drug
db01209	drug
db01239	drug
db08820	drug
db00366	drug
db04908	drug
db01227	drug
db04832	drug
db09054	drug
db09224	drug
db08912	drug
db08873	drug
db00409	drug
db08933	drug
db09071	drug
db01497	drug
db01178	drug
db11148	drug
db01081	drug
db00091	drug
db00298	drug
db01466	drug
db06690	drug
db06290	drug
db01403	drug
db01565	drug
db00752	drug
db01535	drug
db00737	drug
db04946	drug
db04855	drug
db01259	drug
db04868	drug
db08918	drug
db01433	drug
db00771	drug
db01353	drug
db01614	drug
db01202	drug
db00647	drug
db01267	drug
db00599	drug
db01601	drug
db04841	drug
db06144	drug
db01015	drug
db08865	drug
db08883	drug
db01621	drug
db08922	drug
db00854	drug
db00807	drug
db06594	drug
db05812	drug
db09194	drug
db01567	drug
db09345	drug
db06738	drug
db00420	drug
db00508	drug
db02665	drug
db01175	drug
db09068	drug
db01440	drug
db11477	drug
db06153	drug
db01452	drug
db01587	drug
db09063	drug
db00645	drug
db05232	drug
db09074	drug
db02207	drug
db01176	drug
db08880	drug
db00748	drug
db01351	drug
db00527	drug
db00241	drug
db00628	drug
db01483	drug
db09280	drug
db04842	drug
db08815	drug
db00892	drug
db00574	drug
db00391	drug
db04884	drug
db09225	drug
db09166	drug
db00322	drug
db09286	drug
db06282	drug
db09128	drug
db04953	drug
db01144	drug
db01454	drug
db00232	drug
db00722	drug
db08931	drug
db06292	drug
db08822	drug
db08907	drug
db00436	drug
db00233	drug
db09214	drug
db00880	drug
db09038	drug
db01255	drug
db01020	drug
db00865	drug
db04920	drug
db01576	drug
db01359	drug
db00214	drug
db00311	drug
db00325	drug
db09220	drug
db00275	drug
db01365	drug
db01197	drug
db09026	drug
db00244	drug
db08550	drug
db04836	drug
db06678	drug
db00935	drug
db01700	drug
db06764	drug
db01288	drug
db09241	drug
db00830	drug
db09245	drug
db00610	drug
db04820	drug
db08807	drug
db00816	drug
db06726	drug
db04846	drug
db00867	drug
db06148	drug
db09079	drug
db04876	drug
db06655	drug
db01171	drug
db01325	drug
db06152	drug
db06203	drug
db00723	drug
db01021	drug
db02925	drug
db01278	drug
db00852	drug
db08808	drug
db01295	drug
db01626	drug
db01251	drug
db09201	drug
db00397	drug
db09203	drug
db00805	drug
db01407	drug
db09289	drug
db00414	drug
db01816	drug
db00866	drug
db09167	drug
db09273	drug
db04878	drug
db01366	drug
db01297	drug
db08882	drug
db01252	drug
db06700	drug
db01276	drug
db09244	drug
db09204	drug
db09059	drug
db00774	drug
db09013	drug
db08877	drug
db08868	drug
db06791	drug
db08895	drug
db06218	drug
db00104	drug
db06663	drug
db09083	drug
db01369	drug
db08827	drug
db06699	drug
db06589	drug
db08903	drug
db06603	drug
db01137	drug
db09039	drug
db01155	drug
db06708	drug
db00007	drug
db08881	drug
db06697	drug
db00014	drug
db05294	drug
db00738	drug
db09078	drug
db00604	drug
db04864	drug
db06709	drug
db00209	drug
db04834	drug
db08906	drug
db05137	drug
db00392	drug
db09095	drug
db00838	drug
db09300	drug
db05708	drug
db01090	drug
db01338	drug
db01708	drug
db00663	drug
db03515	drug
db08960	drug
db01199	drug
db00340	drug
db00253	drug
db04365	drug
db00245	drug
db00940	drug
db01384	drug
db00387	drug
db11181	drug
db09076	drug
db00424	drug
db06702	drug
db09091	drug
db02789	drug
db07720	drug
db00219	drug
db02187	drug
db00240	drug
db08897	drug
db00223	drug
db01536	drug
db06781	drug
db00846	drug
db00764	drug
db06780	drug
db00394	drug
db01380	drug
db04630	drug
db00670	drug
db01116	drug
db01339	drug
db01395	drug
db06789	drug
db06825	drug
db00592	drug
db00294	drug
db01357	drug
db01590	drug
db00304	drug
db00166	drug
db02546	drug
db09123	drug
db00717	drug
db04574	drug
db00365	drug
db09291	drug
db09027	drug
db04417	drug
db06403	drug
db11362	drug
db04817	drug
db05239	drug
db06626	drug
db00305	drug
db04540	drug
db00234	drug
db08889	drug
db03203	drug
db00279	drug
db00027	drug
db06772	drug
db06210	drug
db01078	drug
db08874	drug
db02901	drug
db04905	drug
db00286	drug
db04690	drug
db06207	drug
db00970	drug
db06605	drug
db03796	drug
db03467	drug
db06616	drug
db00511	drug
db09075	drug
db09049	drug
db11574	drug
db08916	drug
db09102	drug
db08901	drug
db08934	drug
db11363	drug
db08893	drug
db06176	drug
db02261	drug
db11575	drug
db05039	drug
db02587	drug
db01253	drug
db02010	drug
db08864	drug
db08828	drug
db01208	drug
db08867	drug
