node	type
malignant hyperthermia susceptibility type 1	disease
minicore myopathy with external ophthalmoplegia	disease
myopathy, central core	disease
arrhythmogenic right ventricular dysplasia, familial, 2	disease
spastic ataxia charlevoix-saguenay type	disease
ehlers-danlos syndrome	disease
townes-brocks syndrome	disease
oculootoradial syndrome	disease
tumoral calcinosis, normophosphatemic, familial	disease
aicardi-goutieres syndrome 5	disease
chylomicron retention disease	disease
sarcosinemia	disease
keratosis follicularis spinulosa decalvans, x-linked	disease
cleft palate, isolated, and mental retardation	disease
shwachman syndrome	disease
charcot-marie-tooth disease, type 4b2	disease
lathosterolosis	disease
epilepsy, progressive myoclonic 4, with or without renal failure	disease
generalized epilepsy with febrile seizures plus, type 2	disease
migraine, familial hemiplegic, 3	disease
brugada syndrome 5	disease
epilepsy, benign neonatal, 3	disease
epileptic encephalopathy, early infantile, 11	disease
brugada syndrome 7	disease
hypokalemic periodic paralysis, type 2	disease
paramyotonia congenita of von eulenburg	disease
potassium aggravated myotonia	disease
long qt syndrome 10	disease
cardiomyopathy, dilated, 1e	disease
long qt syndrome 3	disease
long qt syndrome type 3	disease
sick sinus syndrome 1, autosomal recessive	disease
indifference to pain, congenital, autosomal recessive	disease
paroxysmal extreme pain disorder	disease
bronchiectasis with or without elevated sweat chloride 2	disease
bronchiectasis with or without elevated sweat chloride 3	disease
cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency	disease
leukoencephalopathy with dystonia and motor neuropathy	disease
mitochondrial complex ii deficiency	disease
carney-stratakis syndrome	disease
cowden-like syndrome	disease
carcinoid tumors, intestinal	disease
craniolenticulosutural dysplasia	disease
thyroid hormone metabolism, abnormal	disease
cone-rod dystrophy 10	disease
retinitis pigmentosa 35	disease
rigid spine syndrome	disease
neuritis with brachial predilection	disease
panniculitis, nodular nonsuppurative	disease
corticosteroid-binding globulin deficiency	disease
deafness, autosomal recessive 91	disease
heparin cofactor ii deficiency	disease
plasminogen activator inhibitor-1 deficiency	disease
anti-plasmin deficiency, congenital	disease
complement component 4, partial deficiency of	disease
familial encephalopathy with neuroserpin inclusion bodies	disease
schinzel-giedion syndrome	disease
amyotrophic lateral sclerosis 4, juvenile	disease
spinocerebellar ataxia, autosomal recessive 1	disease
surfactant metabolism dysfunction, pulmonary, 2	disease
limb-girdle muscular dystrophy, type 2d	disease
limb-girdle muscular dystrophy, type 2e	disease
cardiomyopathy, dilated, 1l	disease
limb-girdle muscular dystrophy type 2f	disease
limb-girdle muscular dystrophy, type 2c	disease
cherubism	disease
ter haar syndrome	disease
charcot-marie-tooth disease, type 4c	disease
mononeuropathy of the median nerve, mild	disease
split hand foot deformity 1	disease
holoprosencephaly 3	disease
microphthalmia, isolated, with coloboma 5	disease
single upper central incisor	disease
noonan syndrome-like disorder with loose anagen hair	disease
langer mesomelic dysplasia	disease
leri-weil syndrome	disease
short stature, idiopathic, x-linked	disease
stocco dos santos syndrome	disease
sucrase-isomaltase deficiency, congenital	disease
branchiootic syndrome 3	disease
deafness, autosomal dominant 23	disease
holoprosencephaly 2	disease
branchiootorenal syndrome 2	disease
microphthalmia, isolated, with cataract 2	disease
bile acid malabsorption, primary	disease
buruli ulcer	disease
anemia, hypochromic microcytic, with iron overload	disease
bartter syndrome, antenatal type 1	disease
gitelman syndrome	disease
corpus callosum agenesis neuronopathy	disease
erythrocyte lactate transporter defect	disease
hyperinsulinemic hypoglycemia, familial, 7	disease
cataract, juvenile, with microcornea and glucosuria	disease
allan-herndon-dudley syndrome	disease
deafness, autosomal dominant 25	disease
thiamine responsive megaloblastic anemia syndrome	disease
episodic ataxia, type 6	disease
pleuropneumonia	disease
hypomyelination, global cerebral	disease
adult-onset citrullinemia type 2	disease
neonatal-onset citrullinemia type 2	disease
hhh syndrome	disease
amish lethal microcephaly	disease
carnitine-acylcarnitine translocase deficiency	disease
epileptic encephalopathy, early infantile, 3	disease
mitochondrial phosphate carrier deficiency	disease
progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal dominant, 2	disease
achondrogenesis type 1b	disease
atelosteogenesis type 2	disease
diastrophic dysplasia	disease
epiphyseal dysplasia, multiple, 4	disease
pendred syndrome	disease
ichthyosis prematurity syndrome	disease
histiocytosis, sinus	disease
histiocytosis with joint contractures and sensorineural deafness	disease
de vivo disease	disease
glut1 deficiency syndrome 2	disease
arterial tortuosity syndrome	disease
fanconi-bickel syndrome	disease
hypouricemia, renal, 2	disease
spastic paraplegia 42, autosomal dominant	disease
nephrolithiasis/osteoporosis, hypophosphatemic, 1	disease
pulmonary alveolar microlithiasis	disease
testicular microlithiasis	disease
hypophosphatemic rickets with hypercalciuria, hereditary	disease
congenital disorder of glycosylation, type iif	disease
congenital disorder of glycosylation, type 2c	disease
schneckenbecken dysplasia	disease
hyperglycinuria	disease
iminoglycinuria	disease
glycogen storage disease ib	disease
glycogen storage disease ic	disease
spondylocheirodysplasia, ehlers-danlos syndrome-like	disease
hemochromatosis, type 4	disease
oculocutaneous albinism, type iv	disease
folate malabsorption, hereditary	disease
autosomal dominant distal renal tubular acidosis	disease
elliptocytosis, hereditary	disease
renal tubular acidosis, distal, with hemolytic anemia	disease
spherocytosis, type 4	disease
corneal dystrophy and perceptive deafness	disease
corneal dystrophy, fuchs endothelial, 4	disease
corneal endothelial dystrophy type 2	disease
renal tubular acidosis, proximal, with ocular abnormalities and mental retardation	disease
brown-vialetto-van laere syndrome	disease
glucose/galactose malabsorption	disease
thyroid dyshormonogenesis 1	disease
body mass index quantitative trait locus 11	disease
hartnup disease	disease
parkinsonism-dystonia, infantile	disease
superior mesenteric artery syndrome	disease
lysinuric protein intolerance	disease
nephrolithiasis/osteoporosis, hypophosphatemic, 2	disease
mental retardation, x-linked, syndromic, christianson type	disease
loeys-dietz syndrome	disease
growth mental deficiency syndrome of myhre	disease
juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome	disease
nicolaides baraitser syndrome	disease
rhabdoid tumor predisposition syndrome 2	disease
schimke immunoosseous dysplasia	disease
rhabdoid tumor predisposition syndrome 1	disease
cdls, x-linked	disease
spinal muscular atrophies of childhood	disease
spinal muscular atrophy 4	disease
niemann-pick diseases	disease
niemann-pick disease, type a	disease
niemann-pick disease, type b	disease
snyder robinson syndrome	disease
waardenburg syndrome, type 2d	disease
cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome	disease
parkinson disease 1, autosomal dominant	disease
retinitis pigmentosa 33	disease
long qt syndrome 12	disease
microcephaly, microphthalmia, ectrodactyly of lower limbs, and prognathism	disease
mental retardation, anterior maxillary protrusion, and strabismus	disease
dermatitis, atopic, 4	disease
microvascular complications of diabetes, susceptibility to, 6	disease
noonan syndrome 4	disease
sclerosteosis	disease
peripheral demyelinating neuropathy, central dysmyelination, waardenburg syndrome, and hirschsprung disease	disease
waardenburg syndrome, type 4c	disease
yemenite deaf-blind hypopigmentation syndrome	disease
hypotrichosis-lymphedema-telangiectasia syndrome	disease
microphthalmia, syndromic 3	disease
mental retardation, x-linked, with panhypopituitarism	disease
panhypopituitarism x-linked	disease
campomelic dysplasia	disease
hepatic venoocclusive disease with immunodeficiency	disease
spastic paraplegia 4, autosomal dominant	disease
spastic paraplegia 11, autosomal recessive	disease
spastic paraplegia 20, autosomal recessive	disease
mast syndrome	disease
spastic paraplegia 7, autosomal recessive	disease
tropical calcific pancreatitis	disease
netherton syndrome	disease
diarrhea 3, secretory sodium, congenital	disease
dystonia, dopa-responsive, due to sepiapterin reductase deficiency	disease
legius syndrome	disease
elliptocytosis 2	disease
pyropoikilocytosis, hereditary	disease
spherocytosis, type 3	disease
epileptic encephalopathy, early infantile, 5	disease
neuropathy, hereditary sensory and autonomic, type ia	disease
neuropathy, hereditary sensory and autonomic, type ic	disease
pseudovaginal perineoscrotal hypospadias	disease
congenital disorder of glycosylation, type iq	disease
perisylvian syndrome	disease
rolandic epilepsy, mental retardation, and speech dyspraxia, x-linked	disease
46,xx gonadal dysgenesis, complete, sry-positive	disease
46,xy sex reversal 1	disease
ichthyosis with hypotrichosis, autosomal recessive	disease
amish infantile epilepsy syndrome	disease
hyper-ige recurrent infection syndrome, autosomal dominant	disease
growth hormone insensitivity with immunodeficiency	disease
microcephaly 7, primary, autosomal recessive	disease
immune dysfunction with t-cell inactivation due to calcium entry defect 2	disease
microphthalmia, syndromic 9	disease
polyhydramnios, megalencephaly, and symptomatic epilepsy	disease
deafness, autosomal recessive 16	disease
hemophagocytic lymphohistiocytosis, familial, 4	disease
epileptic encephalopathy, early infantile, 4	disease
mitochondrial dna depletion syndrome 2 (myopathic type)	disease
mitochondrial dna depletion syndrome 5 (encephalomyopathic with methylmalonic aciduria)	disease
mitochondrial dna depletion syndrome 9 (encephalomyopathic type with methylmalonic aciduria)	disease
multiple sulfatase deficiency disease	disease
orofacial cleft 10	disease
diabetes mellitus, insulin-dependent, 5	disease
sulfite oxidase deficiency	disease
spermatogenic failure 4	disease
epilepsy, x-linked, with variable learning disabilities and behavior disorders	disease
spinocerebellar ataxia, autosomal recessive 8	disease
mental retardation, autosomal dominant 5	disease
mental retardation, x-linked 96	disease
corneal dystrophy, gelatinous drop-like	disease
dystonia 3, torsion, x-linked	disease
diabetes mellitus, insulin-dependent, 21	disease
transaldolase deficiency	disease
myeloproliferative syndrome, transient	disease
bare lymphocyte syndrome, type i	disease
amyotrophic lateral sclerosis 10	disease
thiourea tasting	disease
barth syndrome	disease
hypoparathyroidism-retardation-dysmorphism syndrome	disease
kenny caffey syndrome	disease
kenny-caffey syndrome, type 1	disease
spinocerebellar ataxia 17	disease
cousin syndrome	disease
pelviscapular dysplasia	disease
atrial septal defect 4	disease
cleft palate x-linked	disease
ulnar-mammary syndrome	disease
ischiopatellar dysplasia	disease
holt-oram syndrome	disease
ghosal hematodiaphyseal dysplasia	disease
cardiomyopathy, dilated, 1n	disease
muscular dystrophy, limb-girdle, type 2g	disease
transcobalamin ii deficiency	disease
spinocerebellar ataxia, autosomal recessive, with axonal neuropathy	disease
sveinsson chorioretinal atrophy	disease
deafness, autosomal dominant 12	disease
deafness, autosomal recessive 21	disease
venous malformations, multiple cutaneous and mucosal	disease
dyskeratosis congenita, autosomal dominant	disease
congenital atransferrinemia	disease
char syndrome	disease
hemochromatosis, type 3	disease
arenaviridae infections	disease
thyroid dyshormonogenesis 3	disease
camurati-engelmann syndrome	disease
arrhythmogenic right ventricular dysplasia, familial, 1	disease
corneal dystrophy, epithelial basement membrane	disease
corneal dystrophy, lattice type iiia	disease
corneal dystrophy of bowman layer, type 1	disease
groenouw type i corneal dystrophy	disease
lattice corneal dystrophy type 1	disease
loeys-dietz syndrome, type 1a	disease
loeys-dietz syndrome, type 2a	disease
aortic aneurysm, familial thoracic 3	disease
hernia, inguinal	disease
loeys-dietz syndrome, type 1b	disease
holoprosencephaly 4	disease
lamellar ichthyosis, type 1	disease
peeling skin syndrome	disease
peeling skin syndrome, acral type	disease
dystonia 6, torsion	disease
thyroid hormone resistance, generalized, autosomal dominant	disease
thyroid hormone resistance, generalized, autosomal recessive	disease
thyroid hormone resistance, selective pituitary	disease
jensen syndrome	disease
mohr-tranebjaerg syndrome	disease
fundus dystrophy, pseudoinflammatory, of sorsby	disease
revesz debuse syndrome	disease
korsakoff syndrome	disease
atrial septal defect 6	disease
macular degeneration, age-related, 10	disease
deafness, autosomal dominant 36	disease
deafness, autosomal recessive 7	disease
epidermodysplasia verruciformis	disease
optic atrophy 7	disease
joubert syndrome 2	disease
meckel syndrome type 2	disease
arrhythmogenic right ventricular dysplasia, familial, 5	disease
joubert syndrome 6	disease
meckel syndrome type 3	disease
nephronophthisis 11	disease
deafness, autosomal recessive 6	disease
cardiomyopathy, dilated, 1t	disease
enterokinase deficiency	disease
deafness, autosomal recessive 8	disease
iron-refractory iron deficiency anemia	disease
osteopetrosis, autosomal recessive 7	disease
polyostotic osteolytic dysplasia, hereditary expansile	disease
paget disease, juvenile	disease
immunoglobulin a deficiency 2	disease
periodic fever, familial, autosomal dominant	disease
osteopetrosis, autosomal recessive 2	disease
cardiomyopathy, dilated, 1z	disease
cardiomyopathy, familial hypertrophic, 13	disease
cardiomyopathy, dilated, 1ff	disease
cardiomyopathy, dilated, 2a	disease
cardiomyopathy, familial hypertrophic, 7	disease
cardiomyopathy, familial restrictive, 1	disease
nemaline myopathy 5	disease
cardiomyopathy, dilated, 1d	disease
cardiomyopathy, familial hypertrophic, 2	disease
cardiomyopathy, familial restrictive, 3	disease
ehlers-danlos syndrome caused by tenascin-x deficiency	disease
keratosis palmoplantaris with esophageal cancer	disease
retinitis pigmentosa 31	disease
dystonia musculorum deformans type 1	disease
adrenocortical carcinoma, hereditary	disease
papilloma, choroid plexus	disease
ectrodactyly-cleft lip/palate syndrome	disease
ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 3	disease
hay-wells syndrome	disease
limb-mammary syndrome	disease
propping zerres syndrome	disease
rapp-hodgkin syndrome	disease
split-hand/foot malformation 4	disease
cardiomyopathy, dilated, 1y	disease
cardiomyopathy, familial hypertrophic, 3	disease
arthrogryposis, distal, type 1a	disease
nemaline myopathy 4	disease
nemaline myopathy 1	disease
thiopurine s-methyltransferase deficiency	disease
thyroid dyshormonogenesis 2a	disease
ceroid lipofuscinosis, neuronal, 2	disease
deafness, autosomal recessive 79	disease
spondyloepiphyseal dysplasia tarda, x-linked	disease
mental retardation, autosomal recessive 13	disease
trehalase deficiency	disease
polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy	disease
chilblain lupus	disease
vasculopathy, retinal, with cerebral leukodystrophy	disease
coma, post-head injury	disease
thyrotropin-releasing hormone deficiency	disease
limb-girdle muscular dystrophy type 2h	disease
mulibrey nanism	disease
deafness, autosomal recessive 28	disease
achondrogenesis type 1a	disease
deafness, aminoglycoside-induced	disease
liver failure, infantile, transient	disease
night blindness, congenital stationary, type 1c	disease
hypomagnesemia 1, intestinal	disease
amyotrophic lateral sclerosis-parkinsonism/dementia complex 1	disease
langer-giedion syndrome	disease
trichorhinophalangeal syndrome type 2	disease
trichorhinophalangeal syndrome, type i	disease
trichorhinophalangeal syndrome, type iii	disease
brachyolmia type 3	disease
hereditary motor and sensory neuropathy, type iic	disease
metatropic dwarfism	disease
parastremmatic dwarfism	disease
scapuloperoneal spinal muscular atrophy	disease
sodium serum level quantitative trait locus 1	disease
spondyloepiphyseal dysplasia, maroteaux type	disease
focal cortical dysplasia of taylor	disease
pontocerebellar hypoplasia, type 2b	disease
pontocerebellar hypoplasia, type 2c	disease
pontocerebellar hypoplasia, type 2a	disease
pontocerebellar hypoplasia, type 4	disease
combined oxidative phosphorylation deficiency 3	disease
hypothyroidism, congenital, nongoitrous, 4	disease
hyperthyroidism, familial gestational	disease
hyperthyroidism, nonautoimmune	disease
exudative vitreoretinopathy 5	disease
mental retardation, x-linked 58	disease
sudden infant death with dysgenesis of the testes syndrome	disease
spinocerebellar ataxia 11	disease
retinitis pigmentosa 51	disease
cardiomyopathy, dilated, 1g	disease
cardiomyopathy, familial hypertrophic, 9	disease
distal myopathy markesbery-griggs type	disease
hereditary myopathy with early respiratory failure	disease
muscular dystrophy, limb-girdle, type 2j	disease
myopathy, early-onset, with fatal cardiomyopathy	disease
amyloidosis, hereditary, transthyretin-related	disease
dystransthyretinemic euthyroidal hyperthyroxinemia	disease
polymicrogyria with optic nerve hypoplasia	disease
macrothrombocytopenia, autosomal dominant, tubb1-related	disease
polymicrogyria, symmetric or asymmetric	disease
combined oxidative phosphorylation deficiency 4	disease
leber congenital amaurosis 15	disease
retinitis pigmentosa 14	disease
mental retardation, autosomal recessive 7	disease
saethre-chotzen syndrome with eyelid anomalies	disease
tyrosine kinase 2 deficiency	disease
mitochondrial neurogastrointestinal encephalopathy syndrome	disease
oculocutaneous albinism type 1	disease
oculocutaneous albinism type 1b	disease
oculocutaneous albinism type 3	disease
arthrogryposis multiplex congenita, distal, x-linked	disease
corneal dystrophy, crystalline, of schnyder	disease
johanson blizzard syndrome	disease
parkinson disease 5, autosomal dominant	disease
gilbert disease	disease
crigler najjar syndrome, type 1	disease
crigler najjar syndrome, type 2	disease
hyperbilirubinemia, transient familial neonatal	disease
glomerulocystic kidney disease with hyperuricemia and isosthenuria	disease
hyperuricemic nephropathy, familial juvenile, 1	disease
medullary cystic kidney disease 2	disease
oroticaciduria 1	disease
hemophagocytic lymphohistiocytosis, familial, 3	disease
immunodeficiency with hyper-igm, type 5	disease
beta-ureidopropionase deficiency	disease
mental retardation, x-linked, syndromic 14	disease
urocanase deficiency	disease
porphyria, erythropoietic	disease
poikiloderma with neutropenia	disease
deafness, autosomal recessive 18a	disease
usher syndrome, type 1c	disease
usher syndrome, type ig	disease
usher syndrome, type 2a	disease
sertoli cell-only syndrome	disease
cystocele	disease
sacral defect and anterior sacral meningocele	disease
amyotrophic lateral sclerosis 8	disease
spinal muscular atrophy, proximal, adult, autosomal dominant	disease
cardiomyopathy, dilated, 1w	disease
cardiomyopathy, familial hypertrophic, 15	disease
inclusion body myopathy with early-onset paget disease and frontotemporal dementia	disease
vitamin d-dependent rickets, type 2a	disease
arthrogryposis renal dysfunction cholestasis syndrome	disease
vitamin k-dependent clotting factors, combined deficiency of, 2	disease
dysequilibrium syndrome	disease
myopathy, x-linked, with excessive autophagy	disease
neuroacanthocytosis	disease
cohen syndrome	disease
corneal dystrophies, hereditary	disease
keratoconus 1	disease
microphthalmia, isolated 2	disease
microphthalmia, isolated, with coloboma 3	disease
von willebrand disease, type 1	disease
von willebrand disease, type 2	disease
von willebrand disease, type 3	disease
neutropenia, severe congenital, x-linked	disease
wiskott-aldrich syndrome	disease
cranioectodermal dysplasia 2	disease
glaucoma 1, open angle, g	disease
pachygyria with mental retardation, seizures, and arachnoid cysts	disease
amelogenesis imperfecta, hypomaturation type, iia3	disease
deafness, autosomal dominant 6	disease
arthropathy, progressive pseudorheumatoid, of childhood	disease
neuropathy, hereditary sensory and autonomic, type iia	disease
odontoonychodermal dysplasia	disease
schopf-schulz-passarge syndrome	disease
split-hand/foot malformation 6	disease
tetra-amelia autosomal recessive	disease
46,xx sex reversal with dysgenesis of kidneys, adrenals, and lungs	disease
mullerian aplasia and hyperandrogenism	disease
rokitansky kuster hauser syndrome	disease
al awadi syndrome	disease
fibular aplasia or hypoplasia, femoral bowing and poly-, syn-, and oligodactyly	disease
denys-drash syndrome	disease
frasier syndrome	disease
meacham winn culler syndrome	disease
nephrotic syndrome, type 4	disease
wilson-turner x-linked mental retardation syndrome	disease
major affective disorder 7	disease
xanthinuria, type i	disease
xeroderma pigmentosum, complementation group c	disease
nephronophthisis-like nephropathy 1	disease
charcot-marie-tooth disease, dominant intermediate c	disease
t cell immunodeficiency primary	disease
skeletal defects, genital hypoplasia, and mental retardation	disease
mental retardation, x-linked 91	disease
mental retardation, x-linked, syndromic, raymond type	disease
corneal dystrophy, fuchs endothelial, 6	disease
corneal dystrophy, posterior polymorphous, 3	disease
mowat-wilson syndrome	disease
diaphragmatic hernia 3	disease
spastic paraplegia 15, autosomal recessive	disease
spastic paraplegia 33, autosomal dominant	disease
holoprosencephaly 5	disease
heterotaxy, visceral, x-linked	disease
acro-osteolysis	disease
mandibuloacral dysplasia with type b lipodystrophy	disease
nephrolithiasis, uric acid, susceptibility to	disease
ehlers-danlos syndrome 6b	disease
retinitis pigmentosa 58	disease
spinocerebellar ataxia, autosomal recessive 5	disease
seborrhea-like dermatitis with psoriasiform elements	disease
mental retardation, x-linked 45	disease
cerebrovascular accident	se
rash	se
ptosis	se
paresthesia	se
bronchospasm	se
respiratory failure	se
nasal congestion	se
lethargy	se
myasthenia	se
heart failure	se
congestive heart failure	se
hypersensitivity	se
heart block	se
confusion	se
ataxia	se
cerebral ischemia	se
hypoglycemia	se
dizziness	se
pruritus	se
arrest	se
chest pain	se
dyspnea	se
blepharoconjunctivitis	se
myasthenia gravis	se
visual disturbances	se
arrhythmia	se
iridocyclitis	se
asthenia	se
urticaria	se
diarrhea	se
ischemia	se
generalized rash	se
palpitations	se
stinging	se
pain	se
diplopia	se
nausea	se
syncope	se
eyelid ptosis	se
alopecia	se
bradycardia	se
impotence	se
hypotension	se
keratitis	se
headache	se
erythema	se
contact dermatitis	se
atopic dermatitis	se
angioedema	se
skin edema	se
Fetal Disorders	se
swelling of the lips	se
eyelid edema	se
dry skin	se
atopic	se
eye pain	se
keratoconjunctivitis	se
edema	se
skin discoloration	se
skin irritation	se
discomfort	se
lip	se
convulsions	se
swelling	se
dermatitis	se
hepatitis	se
papilledema	se
irritant dermatitis	se
seborrhea	se
face edema	se
desquamation	se
herpes	se
herpes simplex	se
eczema	se
conjunctivitis	se
vesicular rash	se
back pain	se
ear pain	se
ventricular extrasystoles	se
bilirubinemia	se
fever	se
adenocarcinoma	se
decreased lacrimation	se
rosacea	se
hyperhidrosis	se
urinary tract infection	se
hyperpyrexia	se
numbness of tongue	se
hypertension	se
chronic insomnia	se
dry mouth	se
anemia	se
jaundice	se
enuresis	se
taste loss	se
gastroenteritis	se
allergic contact dermatitis	se
reflux	se
folliculitis	se
metallic taste	se
urinary retention	se
Pain in extremity	se
decreased libido	se
extrasystoles	se
vasovagal reaction	se
extrapyramidal symptoms	se
gastroenteritis viral	se
thirst	se
tumor	se
electrocardiogram QRS complex	se
flushing	se
melanoma	se
tooth infection	se
leukopenia	se
nocturia	se
numbness	se
pneumonia	se
sinusitis	se
gingival recession	se
blurred vision	se
cellulitis	se
chills	se
purpura	se
neck pain	se
transient insomnia	se
somnolence	se
myalgia	se
disturbance in attention	se
increased appetite	se
dry throat	se
addiction	se
Immune System Disorders	se
lip blister	se
cold sweat	se
nightmares	se
Nasopharyngitis	se
onychomycosis	se
pharyngitis	se
hemoglobinuria	se
rhinorrhea	se
weakness	se
hearing loss	se
respiratory tract infection	se
hypokalemia	se
eye infection	se
vertigo	se
asthma	se
tinnitus	se
AV block	se
bronchitis	se
polyps	se
seizures	se
pallor	se
lung adenocarcinoma stage I	se
enlargement	se
dysuria	se
paralysis	se
disorientation	se
Eye Disorders	se
abnormal gait	se
tremor	se
Gastrointestinal Disorders	se
viral infection	se
Urinary System Disorders	se
hyperkalemia	se
weight gain	se
constipation	se
marrow depression	se
dyskinesia	se
Connective Tissue Disorders	se
Hepatobiliary Disorders	se
laryngitis	se
aphthous stomatitis	se
stomatitis	se
neutrophil count decreased	se
nervousness	se
nasopharynx	se
blood glucose increased	se
vascular disease	se
SGPT increased	se
Nervous System Disorders	se
sickness	se
agranulocytosis	se
sensation of heaviness	se
Mediastinal Disorders	se
flu	se
bitter taste	se
heart disease	se
gynecomastia	se
tachycardia	se
lacrimation	se
dyspepsia	se
Infestations	se
dysmenorrhea	se
glucose increased	se
zoster	se
peripheral edema	se
increased mood	se
abnormal dreams	se
Thoracic	se
Breast cyst	se
Breast Disorders	se
anorexia	se
tardive dyskinesia	se
migraine	se
cramps	se
thrombocythemia	se
application site reaction	se
motion sickness	se
decreased appetite	se
redness	se
blepharospasm	se
fungal infection	se
drowsiness	se
infection	se
sinus congestion	se
hypermagnesemia	se
testicular swelling	se
galactorrhea	se
hematoma	se
blisters	se
hot flushes	se
lightheadedness	se
cough	se
thrombocytopenia	se
exacerbation of asthma	se
sleep paralysis	se
wheezing	se
sweating	se
hallucinations	se
abdominal pain	se
lung adenocarcinoma	se
elevated transaminases	se
pharyngolaryngeal pain	se
adjustment disorder	se
QRS complex	se
taste perversion	se
vomiting	se
Psychiatric Disorders	se
bloody stools	se
cyst	se
SIADH	se
rales	se
tenosynovitis	se
Lower Respiratory Tract Infections	se
thinking abnormal	se
joint range of motion decreased	se
suicide	se
arthralgia	se
elevated blood pressure	se
upper respiratory tract infection	se
sedation	se
red eyes	se
eosinophilia	se
dry lips	se
lymphadenopathy	se
renal impairment	se
fatigue	se
splenomegaly	se
postoperative pain	se
acne	se
esophagitis	se
Musculoskeletal System Disorders	se
twitching	se
mucous membrane	se
cardiovascular disease	se
urinary frequency	se
tenderness	se
renal failure	se
graft rejection	se
hypoproteinemia	se
aplastic anemia	se
effusion	se
cachexia	se
macular edema	se
emotional disturbances	se
Blood alkaline phosphatase increased	se
myasthenic syndrome	se
vitreous disorder	se
distention	se
decreased creatinine	se
abnormal vision	se
Pneumocystis	se
photosensitivity	se
abnormal liver function	se
incontinence	se
ADHD	se
postoperative complications	se
hypophosphatemia	se
pleural effusion	se
ascites	se
rigors	se
flatulence	se
sarcoma	se
hyperglycemia	se
night sweats	se
detachment	se
hypocalcemia	se
hypomagnesemia	se
pleural	se
diabetes	se
oral moniliasis	se
gastrointestinal hemorrhage	se
glucose decreased	se
eye hemorrhage	se
moniliasis	se
blood in urine	se
productive cough	se
anxiety	se
wound infections	se
postoperative wound infection	se
infertility	se
retinal detachment	se
peripheral neuropathy	se
blindness	se
malaise	se
weight loss	se
eructation	se
agitation	se
deafness	se
tongue disorder	se
hematuria	se
respiratory disorder	se
musculoskeletal pain	se
mouth ulceration	se
lower extremity edema	se
ulcer	se
acute renal failure	se
cholangitis	se
abdominal pain upper	se
glaucoma	se
photosensitivity reaction	se
blood glucose decreased	se
esophageal candidiasis	se
phlebitis	se
pancytopenia	se
dysphagia	se
myoclonus	se
thrombophlebitis	se
hypertonia	se
leukocytosis	se
pancreatitis	se
ventricular arrhythmia	se
creatine phosphokinase increased	se
amnesia	se
coma	se
wound dehiscence	se
floaters	se
sore throat	se
hemorrhage	se
gastritis	se
neutropenia	se
Amblyopia	se
vasodilation	se
dehydration	se
creatinine increased	se
abdominal distention	se
lactic dehydrogenase increased	se
fecal incontinence	se
teratogenicity	se
insomnia	se
sepsis	se
cytopenia	se
esophageal	se
psychosis	se
fertility	se
alkaline phosphatase increased	se
deep thrombophlebitis	se
neuropathy	se
elevated serum creatinine	se
increased sweating	se
mydriasis	se
punctate keratitis	se
increased intraocular pressure	se
albuminuria	se
meningismus	se
drug fever	se
neck rigidity	se
apnea	se
azotemia	se
sinus arrest	se
psoriasis	se
epididymitis	se
muscle weakness	se
thyroid cancer	se
hemolytic anemia	se
fibrosing alveolitis	se
solar dermatitis	se
renal insufficiency	se
ARDS	se
electromechanical dissociation	se
cancer	se
cardiogenic shock	se
nodules	se
visual field defect	se
abnormal involuntary movements	se
gastrointestinal reactions	se
paroxysmal ventricular tachycardia	se
bundle branch block	se
atrial fibrillation	se
eosinophilic pneumonia	se
pigmentation	se
demyelinating polyneuropathy	se
skin cancer	se
injection site reaction	se
incoordination	se
necrosis	se
sinus bradycardia	se
salivation	se
optic neuropathy	se
optic neuritis	se
cholestatic hepatitis	se
macular degeneration	se
pleurisy	se
akinesia	se
nodal arrhythmia	se
bronchiolitis	se
bronchiolitis obliterans	se
abnormal renal function	se
pulmonary edema	se
fibrosis	se
pulmonary fibrosis	se
inflammation	se
hepatomegaly	se
myopathy	se
hemoptysis	se
polyserositis	se
skin pigmentation	se
bradykinesia	se
lung disorder	se
polymorphic ventricular tachycardia	se
rhabdomyolysis	se
vasculitis	se
acquired keratoderma	se
alveolitis	se
photophobia	se
skin disorder	se
thrombosis	se
involuntary movements	se
anaphylactoid reactions	se
keratoderma	se
pulmonary infiltrates	se
lens	se
cirrhosis	se
liver disease	se
SGOT increased	se
lens opacities	se
pulmonary toxicity	se
Cardiovascular Abnormalities	se
hypothyroidism	se
liver function tests abnormal	se
organizing pneumonia	se
drug eruption	se
spontaneous ecchymosis	se
bronchiolitis obliterans organizing pneumonia	se
torsade de pointes	se
Cognitive Disorder	se
ecchymosis	se
delirium	se
QT prolonged	se
polyneuropathy	se
neuritis	se
cardiac conduction abnormalities	se
pustular psoriasis	se
erythema multiforme	se
vein thrombosis	se
toxic epidermal necrolysis	se
exfoliative dermatitis	se
hyperthyroidism	se
thyroid dysfunction	se
thyroid nodules	se
eruptions	se
pseudotumor cerebri	se
